"ID","prompt","response","set","rater1","rater2","rater3"
538,"газета","Под стул/столы для устойчивости",1,2,2,3
539,"газета","Подарочная упаковка",1,2,3,2
540,"газета","Подарочная упаковка мыла",1,2,3,2
541,"газета","Поджечь (факел)",1,4,3,2
542,"газета","Поджечь и использовать как факел",1,4,3,2
543,"газета","Подзорная труба",1,3,3,2
544,"газета","Подзорная труба",1,3,3,2
545,"газета","Подзорная труба",1,3,3,2
546,"газета","Подзорная труба",1,3,3,2
547,"газета","Подзорная труба из газеты",1,3,3,2
548,"газета","Подкладка под мебель (для устойчивости)",1,2,2,3
549,"газета","Подкладка под стул, дверь и т. д.",1,2,2,3
550,"газета","Подкладывать в грядки (мама так делает :))",1,3,3,3
551,"газета","Подкладывать вместо ножки шкафа",1,2,2,3
552,"газета","Подложить в обувь, если та велика",1,5,3,3
553,"газета","Подложить под ножку стула",1,2,2,3
554,"газета","Подложить под шатающийся стол",1,2,2,3
555,"газета","Подложить, когда прячешь",1,3,1,1
556,"газета","Подложка для попугая",1,3,2,3
557,"газета","Подметать",1,3,4,3
558,"газета","Поднос",1,3,2,2
559,"газета","Поднос",1,3,2,2
560,"газета","Поднос",1,3,2,2
561,"газета","Подставка на сиденье",1,3,3,2
562,"газета","Подставка под горшок",1,3,3,2
563,"газета","Подставка под горячее",1,3,3,2
564,"газета","Подставка под кружку",1,3,3,2
565,"газета","Подставка под что-либо",1,3,3,2
566,"газета","Подстелить её под предметы, чтобы не пачкать пол",1,4,3,2
567,"газета","Подстилка",1,2,3,2
568,"газета","Подстилка",1,2,3,2
569,"газета","Подстилка",1,2,3,2
570,"газета","Подстилка",1,2,3,2
571,"газета","Подстилка",1,2,3,2
572,"газета","Подстилка для кота",1,3,3,2
573,"газета","Подстилка для хомяка",1,3,3,2
574,"газета","Подстилка для хомяка",1,3,3,2
575,"газета","Подстилка под - творчество",1,3,3,2
576,"газета","Подстилка под попу на остановке",1,2,3,2
577,"газета","Подстилка, чтобы не касаться поверхности",1,2,3,2
578,"газета","Подушка",1,5,3,3
579,"газета","Показывать фокусы",1,5,3,4
580,"газета","Покрывало",1,4,3,2
581,"газета","Покрытие поверхностей как дизайн",1,3,3,2
582,"газета","Политическое насилие граждан",1,5,4,4
583,"газета","Половая тряпка (мыть полы)",1,3,3,2
584,"газета","Положить в туалет, если кончится бумага",1,2,2,2
585,"газета","Положить её в туалет, чтобы было нескучно",1,3,1,2
586,"газета","Положить коту в лоток",1,3,3,3
587,"газета","Полотенце",1,3,3,2
588,"газета","Полотенце из газеты",1,3,3,2
589,"газета","Получение новой информации",1,1,1,1
590,"газета","Пончо",1,4,3,3
591,"газета","Попона для лошади",1,4,3,4
592,"газета","Попробовать использовать как парашют",1,3,4,4
593,"газета","Порвать для закладок в книгу",1,3,3,4
594,"газета","Порвать на кусочки, использовать их для чего-нибудь, какого-нибудь творчества",1,1,2,2
595,"газета","Порвать на мелкие кусочки и сделать лоток для кошек",1,3,3,3
596,"газета","Послание из вырезанных букв",1,4,3,2
597,"газета","Поставить под обувь впитывать влагу",1,3,2,2
598,"газета","Постелить в качестве ковра",1,2,2,2
599,"газета","Построение карточных домиков из листьев",1,3,1,3
600,"газета","Построить домик для животного",1,3,3,3
601,"газета","Построить шалаш для куклы",1,3,3,3
602,"газета","Посуда",1,3,3,3
603,"газета","Предмет антропологического/исторического исследования",1,4,4,4
604,"газета","Предмет для переноса вещей - сумка",1,3,3,3
605,"газета","Предмет для того, чтобы спрятать лицо",1,3,4,3
606,"газета","Предмет искусства",1,2,2,2
607,"газета","Предмет одежды",1,2,2,2
608,"газета","Предметы (мебель, фигурки, декор)",1,3,2,2
609,"газета","Приделать на спину в виде крыльев",1,4,4,5
610,"газета","Придумать стих, используя слова из газеты",1,4,4,4
611,"газета","Придумать что там есть статья про тебя и доказывать свою правоту незнакомцу, знакомому",1,3,4,4
612,"газета","Приклеить на стену",1,2,2,2
613,"газета","Прикрытие (чтоб не узнали)",1,3,4,3
614,"газета","Прикрытие для слежения",1,3,4,3
615,"газета","Прикрыть голову от дождя",1,3,3,2
616,"газета","Прикрыться от солнца",1,3,3,2
617,"газета","Прикрыться от солнца",1,3,3,2
618,"газета","Принт на одежде",1,5,3,4
619,"газета","Прихватка",1,4,3,4
620,"газета","Проверка зрения",1,3,4,4
621,"газета","Проверка зрения",1,3,4,4
622,"газета","Пропаганда, преувеличение в событиях",1,1,2,1
623,"газета","Прослойка",1,2,2,2
624,"газета","Протирать что-то",1,3,3,2
625,"газета","Прочитать, чтобы быть в курсе старых анекдотов",1,2,2,3
626,"газета","Прятать деньги между страниц",1,4,4,4
627,"газета","Публицистика и журналистика",1,1,1,1
628,"газета","Пустить на полоски",1,1,1,2
629,"газета","Пятна Роршаха",1,3,1,1
630,"газета","Разводить костёр",1,2,2,2
631,"газета","Разжечь костёр",1,2,2,2
632,"газета","Разжечь костёр",1,2,2,2
633,"газета","Разжечь костёр",1,2,2,2
634,"газета","Разжечь огонь",1,2,2,2
635,"газета","Разжигание костра",1,2,2,2
636,"газета","Разжигать камин/костёр",1,2,2,2
637,"газета","Разжог для костра",1,2,2,2
638,"газета","Разметка территории",1,3,1,3
639,"газета","Разорванная на кусочки газета - материал для хлопушки",1,4,4,3
640,"газета","Разорвать для папье-маше",1,2,3,2
641,"газета","Разорвать на конфетти",1,4,4,3
642,"газета","Разрезать и сделать наполнение для хлопушки",1,4,4,3
643,"газета","Растапливать печь",1,2,2,3
644,"газета","Растопка для печи",1,2,2,3
645,"газета","Расщепить",1,2,1,1
646,"газета","Рвать и злиться",1,5,4,3
647,"газета","Ремонт (вспомогательный материал для покрытия стен)",1,2,2,2
648,"газета","Рисование красками на газете",1,3,2,3
649,"газета","Розжиг",1,2,2,2
650,"газета","Розжиг костра",1,2,2,2
651,"газета","С их помощью делать маникюр",1,3,3,2
652,"газета","Салфетка",1,3,3,2
653,"газета","Салфетка",1,3,3,2
654,"газета","Салфетка",1,3,3,2
655,"газета","Салфетка",1,3,3,2
656,"газета","Салфетка",1,3,3,2
657,"газета","Салфетка для стола",1,3,3,2
658,"газета","Салфетка, скатерть",1,3,3,2
659,"газета","Самокрутки (если совсем туго с папиросной бумагой)",1,5,3,4
660,"газета","Самолёт (оригами)",1,2,3,2
661,"газета","Самолётик",1,2,3,2
662,"газета","Самолётик",1,2,3,2
663,"газета","Самолётик",1,2,3,2
664,"газета","Самолётик с важной информацией",1,3,3,3
665,"газета","Самолётики",1,2,3,2
666,"газета","Свернуть в трубу и сделать туннель для кота из нескольких труб",1,4,5,4
667,"газета","Свернуть в тугой рулон и постучать о ладонь",1,2,1,2
668,"газета","Свернуть газету в жгут и сплести крючком ковёр",1,4,5,4
669,"газета","Свернуть и использовать как мяч",1,3,3,2
670,"газета","Свернуть, помочить в чернилах и писать",1,4,3,4
671,"газета","Свёрток для семечек (хранить мелкие рассыпчатые предметы)",1,3,2,2
672,"газета","Связать её",1,3,1,1
673,"газета","Сдавать в макулатуру",1,2,2,2
674,"газета","Сдать в макулатуру",1,2,2,2
675,"газета","Сделать 2 отверстия для глаз и тайно наблюдать за людьми",1,5,5,3
676,"газета","Сделать абажур в стиле хай-тек",1,4,3,3
677,"газета","Сделать аппликацию (оригами)",1,2,3,2
678,"газета","Сделать бюджетный вариант шторы/занавески",1,3,3,2
679,"газета","Сделать веер",1,2,3,2
680,"газета","Сделать вырезки для плаката/…",1,2,3,2
681,"газета","Сделать громкоговоритель",1,4,4,4
682,"газета","Сделать декорации для спектакля",1,3,3,4
683,"газета","Сделать дом для хомяка",1,3,3,3
684,"газета","Сделать дырку и играть в шпиона",1,4,4,3
685,"газета","Сделать из газет театральный занавес",1,4,4,4
686,"газета","Сделать из газеты оригами",1,2,3,2
687,"газета","Сделать из неё коробку",1,2,3,3
688,"газета","Сделать из неё корпус для телескопа",1,3,3,4
689,"газета","Сделать из неё одежды (например, юбку)",1,2,3,3
690,"газета","Сделать из неё палому (шляпу)",1,2,3,2
691,"газета","Сделать из неё пилотку",1,2,3,2
692,"газета","Сделать из неё человечка и общаться с ним",1,3,3,3
693,"газета","Сделать коллаж из букв",1,2,3,2
694,"газета","Сделать коллаж из вырезок",1,3,3,2
695,"газета","Сделать колпак",1,2,3,2
696,"газета","Сделать конфеты",1,2,1,3
697,"газета","Сделать кораблик",1,2,3,2
698,"газета","Сделать костюм",1,3,3,2
699,"газета","Сделать костюм на ""мисс Тамбов - 2018""",1,5,5,3
700,"газета","Сделать маски животных",1,3,3,4
701,"газета","Сделать материю",1,1,1,2
702,"газета","Сделать обои",1,2,2,2
703,"газета","Сделать одежду",1,2,2,2
704,"газета","Сделать оригами",1,2,3,2
705,"газета","Сделать оригами",1,2,3,2
706,"газета","Сделать оформление канцелярских предметов, обклеив бумагой и залакировав",1,3,3,4
707,"газета","Сделать очки (предмет одежды)",1,3,1,3
708,"газета","Сделать папье-маше",1,2,3,2
709,"газета","Сделать папье-маше",1,2,3,2
710,"газета","Сделать папье-маше",1,2,3,2
711,"газета","Сделать поделку",1,2,3,2
712,"газета","Сделать поделку",1,2,3,2
713,"газета","Сделать подзорную трубу",1,3,3,2
714,"газета","Сделать предмет из папье-маше (добавить клей, порвать)",1,2,3,2
715,"газета","Сделать самолётик",1,2,3,2
716,"газета","Сделать самолётик",1,2,3,2
717,"газета","Сделать самолётик",1,2,3,2
718,"газета","Сделать самолётик",1,2,3,2
719,"газета","Сделать самолётик",1,2,3,2
720,"газета","Сделать стаканчики для еды",1,3,3,3
721,"газета","Сделать так, чтобы окна не продувало",1,3,2,3
722,"газета","Сделать трубу",1,3,2,2
723,"газета","Сделать украшение",1,3,3,2
724,"газета","Сделать шапку",1,2,3,2
725,"газета","Сделать шапочку",1,2,3,2
726,"газета","Сделать шапочку",1,2,3,2
727,"газета","Сделать шляпу",1,2,3,2
728,"газета","Сделать ёлочные игрушки",1,3,4,2
729,"газета","Сесть на неё",1,3,3,2
730,"газета","Сжечь",1,2,2,2
731,"газета","Сжечь газету",1,2,2,2
732,"газета","Сжечь, чтобы отпугнуть комаров",1,4,3,2
733,"газета","Сигнал для инопланетян, посланный в космос",1,5,4,1
734,"газета","Сиденье из стопки",1,3,3,3
735,"газета","Система охлаждения (обмахиваться)",1,2,2,3
736,"газета","Скатерть",1,3,2,2
737,"газета","Скатерть",1,3,2,2
738,"газета","Скатерть",1,3,2,2
739,"газета","Скатерть",1,3,2,2
740,"газета","Скатерть",1,3,2,2
741,"газета","Скатерть",1,3,2,2
742,"газета","Скатерть в общежитии (и не только!)",1,3,2,2
743,"газета","Складывать журавликов для украшения интерьера",1,3,3,3
744,"газета","Склеить фигурку животного",1,3,3,1
745,"газета","Скомканную использовать в виде мяча",1,3,3,1
746,"газета","Скомканные газеты - компоненты террариумов для массового разведения дрозофилы в генетических экспериментах",1,3,5,4
747,"газета","Скомкать - игра с мячом (футбол и т.п.)",1,3,3,2
748,"газета","Скомкать и использовать как мячик",1,3,3,2
749,"газета","Скомкать и как грабли (для тропинки)",1,1,3,3
750,"газета","Скрепить степлером и носить как одежду = платье",1,3,3,3
751,"газета","Скрутить в трубочки для изготовления мебели (плетёной)",1,3,3,3
752,"газета","Скрыться от преследования",1,4,4,3
753,"газета","Скульптура",1,3,3,4
754,"газета","Следить за прохожими через дырки",1,4,4,3
755,"газета","Слепить что-нибудь (намочить)",1,2,3,2
756,"газета","Сложить в несколько раз и использовать для тренировки скорости рук (как Брюс Ли пробивал пальцами газету)",1,4,5,4
757,"газета","Сложить её пополам 7 раз",1,2,1,2
758,"газета","Сложить самолёт",1,2,3,2
759,"газета","Сложить самолётик",1,2,3,2
760,"газета","Сложить самолётик/кораблик",1,2,3,2
761,"газета","Сложить фигуру оригами",1,2,3,2
762,"газета","Сложить шапочку",1,2,3,2
763,"газета","Сложить, чтобы достать что-то из узкой щели",1,3,4,4
764,"газета","Сложить, чтобы острым углом вычистить грязь из под ногтей",1,3,4,4
765,"газета","Сложить, чтобы отрегулировать стол/шкаф (чтобы не качался)",1,2,3,3
766,"газета","Смешивать на ней краски",1,3,2,3
767,"газета","Смять в мячик для игры",1,3,3,2
768,"газета","Снежинки для окна",1,3,2,2
769,"газета","Снежинки из неё",1,3,2,2
770,"газета","Собиратель влаги и жира",1,3,4,2
771,"газета","Собирать в неё ягоды",1,3,3,3
772,"газета","Собирать влагу из труднодоступных мест (в качестве тряпки)",1,3,5,2
773,"газета","Собирать гербарий",1,4,4,3
774,"газета","Собрать оригами (соорудить головной убор)",1,2,3,2
775,"газета","Совок",1,3,2,2
776,"газета","Совок",1,3,2,2
777,"газета","Согреться",1,3,3,2
778,"газета","Создание звука (шелеста или ритмичного удара)",1,4,4,3
779,"газета","Создание интерьера",1,3,2,2
780,"газета","Создание картин при помощи кусочков газеты",1,3,4,3
781,"газета","Создание тени",1,3,4,2
782,"газета","Создание шума, шелеста",1,3,4,3
783,"газета","Соорудить шторы",1,3,3,2
784,"газета","Спальное место",1,4,3,2
785,"газета","Сплести браслет из лоскутов",1,3,3,3
786,"газета","Сплести корзинку",1,3,3,3
787,"газета","Сплести корзинку",1,3,3,3
788,"газета","Спонжи для макияжа",1,3,4,4
789,"газета","Способ нахождения новой строки для стихотворения",1,4,4,4
790,"газета","Способ очистки стёкол в доме",1,3,3,2
791,"газета","Спрятать бутылку алкоголя в общественных местах",1,4,4,3
792,"газета","Спрятаться от солнца",1,3,3,2
793,"газета","Сравнивать события, излагаемые в разных видах печати",1,3,4,1
794,"газета","Средство гигиены",1,3,3,2
795,"газета","Средство для мытья бутылок изнутри",1,3,3,3
796,"газета","Средство маскировки",1,3,4,3
797,"газета","Средство массовой информации",1,1,1,1
798,"газета","Средство наказания для детей (вместо ремня)",1,4,3,3
799,"газета","Средство передвижения по воде для лёгких маленьких животных",1,3,3,5
800,"газета","Средство против мух и комаров",1,2,2,2
801,"газета","Стакан для напитков",1,3,2,3
802,"газета","Стакан для семечек",1,3,2,3
803,"газета","Стаканчик для семечек/орешков",1,3,2,3
804,"газета","Стелить на дороги",1,2,1,3
805,"газета","Стена для японских чайных домиков",1,3,1,3
806,"газета","Строительный материал",1,2,1,2
807,"газета","Стравить материал шрифта для эксперимента",1,4,4,4
808,"газета","Стравить шрифт",1,4,4,4
809,"газета","Строительный материал",1,2,1,2
810,"газета","Строить дом",1,3,1,3
811,"газета","Стул (пачка газет)",1,3,3,3
812,"газета","Сумка",1,3,2,3
813,"газета","Сумка",1,3,2,3
814,"газета","Сумка из газеты",1,3,2,3
815,"газета","Сушилка влаги",1,3,3,2
816,"газета","Сушилка для обуви",1,3,3,2
817,"газета","Сушилка для обуви",1,3,3,2
818,"газета","Сушить обувь",1,3,3,2
819,"газета","Сушить обувь",1,3,3,2
820,"газета","Сушить обувь",1,3,3,2
821,"газета","Сушить обувь с помощью газеты",1,3,3,2
822,"газета","Сушка обуви",1,3,3,2
823,"газета","Сушка обуви",1,3,3,2
824,"газета","Сушка обуви скомканными газетами",1,3,3,2
825,"газета","Сшить одежду",1,2,2,2
826,"газета","Сшить покрывало",1,3,2,2
827,"газета","Съезжать с горки",1,4,3,3
828,"газета","Тарелка (обёртка для пищи)",1,3,2,3
829,"газета","Теплоизолятор между окнами",1,3,3,3
830,"газета","Тонировка (стёкол и др.)",1,3,3,4
831,"газета","Топливо",1,2,2,3
832,"газета","Топливо для розжига",1,2,2,2
833,"газета","Трафарет",1,3,1,3
834,"газета","Трафарет",1,3,1,3
835,"газета","Труба",1,3,3,2
836,"газета","Труба, цилиндрическая форма - калейдоскоп",1,4,3,3
837,"газета","Трубка для плевания + снаряд",1,5,3,4
838,"газета","Тряпка",1,3,3,2
839,"газета","Тряпка",1,3,3,2
840,"газета","Туалетная бумага",1,2,2,2
841,"газета","Туалетная бумага",1,2,2,2
842,"газета","Убиваешь мух",1,2,2,2
843,"газета","Убивать мух",1,2,2,2
844,"газета","Убивать мух",1,2,2,2
845,"газета","Убивать насекомых",1,2,2,2
846,"газета","Убивать насекомых",1,2,2,2
847,"газета","Убивать насекомых",1,2,2,2
848,"газета","Убить жуков",1,2,2,2
849,"газета","Убить насекомое",1,2,2,2
850,"газета","Угольник",1,3,4,4
851,"газета","Удобрение для растений",1,3,3,3
852,"газета","Указка (когда газета свёрнута)",1,4,4,4
853,"газета","Украшение",1,3,3,2
854,"газета","Украшения - кольца",1,3,3,2
855,"газета","Укрываться (как одеялом)",1,3,3,2
856,"газета","Укрываться от дождя",1,3,3,2
857,"газета","Укрываться от социума",1,3,5,3
858,"газета","Укрытие",1,3,2,2
859,"газета","Укрытие от осадков",1,3,3,2
860,"газета","Укрыться большим количеством для сохранения тепла",1,4,4,3
861,"газета","Укрыться от дождя",1,3,3,2
862,"газета","Укрыться от дождя",1,3,3,2
863,"газета","Упаковка",1,2,2,2
864,"газета","Упаковка",1,2,2,2
865,"газета","Упаковка",1,2,2,2
866,"газета","Упаковка для чего-либо",1,2,2,2
867,"газета","Упаковка подарка",1,2,3,2
868,"газета","Упаковка хрупких вещей",1,2,2,2
869,"газета","Упаковка чего-либо",1,2,2,2
870,"газета","Упаковочная бумага",1,2,2,2
871,"газета","Упаковочная бумага",1,2,2,2
872,"газета","Употребить в пищу",1,1,1,3
873,"газета","Устелить что-нибудь",1,2,2,2
874,"газета","Утеплитель",1,3,3,2
875,"газета","Утеплитель для обуви",1,3,3,2
876,"газета","Учить ребёнка читать",1,1,3,4
877,"газета","Фигурка",1,2,2,2
878,"газета","Фильтр для воды",1,3,4,3
879,"газета","Фильтр для жидкости (свернуть в конус)",1,3,5,3
880,"газета","Фильтр, плашка",1,3,3,3
881,"газета","Фон для семейных фото",1,5,4,4
882,"газета","Фон для фотосъёмки",1,5,4,4
883,"газета","Фотографии из газет (новости; идеи для комплектации)",1,2,3,1
884,"газета","Холст",1,3,2,3
885,"газета","Холст для авангардиста",1,4,3,4
886,"газета","Художественное искусство (папье маше, оригами, перфомансы)",1,2,3,2
887,"газета","Цветок (оригами)",1,2,3,2
888,"газета","цветы из газеты",1,2,3,3
889,"газета","Цитаты, вырезки",1,2,2,2
890,"газета","Чернила с газеты повторно использовать для создания краски",1,2,4,4
891,"газета","Чернила содержат РВ (радиоактивные вещества) - убийство, отравление",1,1,4,5
892,"газета","Черновик для росписи ручки",1,2,2,2
893,"газета","Чертить на ней (выкройки)",1,3,4,3
894,"газета","Чехол для ноутбука",1,4,4,4
895,"газета","Читать",1,1,1,1
896,"газета","Читать задом-наперёд и верх ногами",1,1,2,3
897,"газета","Чтобы привлечь внимание (кинуть скомканную в человека, поджечь)",1,4,4,4
898,"газета","Чтобы разжечь огонь",1,2,2,2
899,"газета","Шапка",1,2,3,2
900,"газета","Шапка для маляра",1,2,3,2
901,"газета","Шапка-оригами",1,2,3,2
902,"газета","Шапка-оригами",1,2,3,2
903,"газета","Шапочка",1,2,3,2
904,"газета","Шапочка для ремонта",1,2,3,2
905,"газета","Шапочка маляра",1,2,3,2
906,"газета","Шапочка от солнца",1,2,3,2
907,"газета","Шарф из газеты",1,3,3,3
908,"газета","Швабра",1,3,3,3
909,"газета","Ширма от соседа в метро",1,4,5,4
910,"газета","Шить одежду",1,2,2,2
911,"газета","Шлепалка мух",1,2,2,2
912,"газета","Шляпа",1,2,3,2
913,"газета","Шляпа",1,2,3,2
914,"газета","Шляпа",1,2,3,2
915,"газета","Шляпа",1,2,3,2
916,"газета","Шляпка",1,2,3,2
917,"газета","Шляпы делать",1,2,3,2
918,"газета","Шторка",1,3,3,2
919,"газета","Шторка",1,3,3,2
920,"газета","Шторка",1,3,3,2
921,"газета","Шторы",1,3,3,2
922,"газета","Шторы сделать",1,3,3,2
923,"газета","Шторы, обои, утеплитель…",1,2,3,2
924,"газета","Шуршать",1,3,3,3
925,"газета","Элемент вечернего туалета",1,3,1,3
926,"газета","Элемент одежды",1,2,1,2
927,"газета","Элемент одежды - декор",1,2,2,2
928,"газета","Эскиз для ногтей",1,3,3,2
929,"газета","Юбка",1,3,3,3
930,"газета","Юбка",1,3,3,2
931,"газета","Яд/ отравление свинцом и др. компонентами",1,3,5,5
932,"деревянная линейка","""Дрова"" для костра",1,2,2,2
933,"деревянная линейка","""Карандаш""",1,3,2,2
934,"деревянная линейка","""Катапульта""",1,3,2,2
935,"деревянная линейка","""Катапульта""",1,3,2,2
936,"деревянная линейка","""Кисть"" или шпатель для красок",1,3,3,3
937,"деревянная линейка","""Ложка"" для обуви",1,4,3,3
938,"деревянная линейка","""Ложка"" для обуви",1,4,3,3
939,"деревянная линейка","""Лопата"" (откапывать/выкапывать)",1,3,3,3
940,"деревянная линейка","""Лыжа"" для благовоний",1,4,4,4
941,"деревянная линейка","""Опора"" для цветов",1,2,2,2
942,"деревянная линейка","""Оружие""",1,3,2,2
943,"деревянная линейка","""Плечи"" для верхней одежды (можно вшить и сделать ""рукава-фонарики"", например)",1,5,4,3
944,"деревянная линейка","""Поддержка"" для опадающих растений (поникших)",1,2,2,2
945,"деревянная линейка","""Шина"" хирургическая",1,3,3,2
946,"деревянная линейка","(Раз)резать острым углом",1,3,3,2
947,"деревянная линейка","(Расщепить) зубочистка",1,3,3,3
948,"деревянная линейка","Автострада для игрушечных машинок",1,4,4,4
949,"деревянная линейка","Аккуратно поломать на части и склеить арт-объект",1,3,3,4
950,"деревянная линейка","Амфетамин дробить и газетой нюхать",1,4,4,5
951,"деревянная линейка","Антенна для телевизора",1,1,3,3
952,"деревянная линейка","Балласт",1,1,3,3
953,"деревянная линейка","Банально чесать спину",1,2,3,2
954,"деревянная линейка","Барабанная палочка",1,4,4,2
955,"деревянная линейка","Барабанная палочка",1,4,4,2
956,"деревянная линейка","Бигуди",1,4,4,4
957,"деревянная линейка","Билет в заповедник",1,5,1,4
958,"деревянная линейка","Бить (однозначно)",1,2,2,2
959,"деревянная линейка","Бить кого-то",1,2,2,2
960,"деревянная линейка","Бить мух на стенах/окнах",1,2,2,2
961,"деревянная линейка","Бить с её помощью щелбаны",1,2,2,2
962,"деревянная линейка","Бросить в жерло вулкана",1,2,1,1
963,"деревянная линейка","Бумеранг",1,4,1,4
964,"деревянная линейка","В игре с детьми как горку",1,3,4,4
965,"деревянная линейка","В игре с ребёнком как пешеходный переход",1,4,5,4
966,"деревянная линейка","В качестве горючего материала",1,2,2,2
967,"деревянная линейка","В качестве детской лопатки",1,3,3,3
968,"деревянная линейка","В качестве лопаты",1,3,3,3
969,"деревянная линейка","В качестве музыкального инструмента",1,3,3,2
970,"деревянная линейка","В качестве ножниц",1,3,1,3
971,"деревянная линейка","В качестве подобия рогатки",1,3,2,2
972,"деревянная линейка","В качестве успокаивающего и воспитательного предмета",1,3,2,3
973,"деревянная линейка","В ящиках комода использовать в качестве разделителей пространства",1,4,4,4
974,"деревянная линейка","Весло",1,2,3,4
975,"деревянная линейка","Весло",1,2,3,4
976,"деревянная линейка","Весло",1,2,3,4
977,"деревянная линейка","Весы",1,4,3,3
978,"деревянная линейка","Весы",1,4,3,3
979,"деревянная линейка","Весы",1,4,3,3
980,"деревянная линейка","Весы для двух предметов",1,4,3,3
981,"деревянная линейка","Вешалка",1,4,2,3
982,"деревянная линейка","Вешать над кастрюлей марлю с творогом",1,3,4,3
983,"деревянная линейка","Взять ручку и вставить в колпачок тип крылья самолёта",1,3,3,3
984,"деревянная линейка","Визитка дровосека",1,5,5,5
985,"деревянная линейка","Вместе с резинкой - рогатка",1,3,3,3
986,"деревянная линейка","Вместо ветки для попугая",1,3,4,4
987,"деревянная линейка","Вместо дощечки паркета",1,2,3,3
988,"деревянная линейка","Вместо ложки, когда надо что-то размешать",1,2,3,3
989,"деревянная линейка","Вместо лопатки на приёме у доктора",1,3,4,4
990,"деревянная линейка","Вместо палочки для осмотра горла доктором",1,3,4,4
991,"деревянная линейка","Вместо молотка для мяса",1,3,2,4
992,"деревянная линейка","Вместо очков",1,2,1,2
993,"деревянная линейка","Вместо палочек для рассады",1,2,3,2
994,"деревянная линейка","Вместо плинтуса",1,4,3,3
995,"деревянная линейка","Вместо половицы паркета",1,2,3,3
996,"деревянная линейка","Вместо спичек/лучины",1,2,2,2
997,"деревянная линейка","Вместо шины использовать для сломанной лапки у кошки",1,3,3,3
998,"деревянная линейка","Волшебная палочка для детей",1,5,4,4
999,"деревянная линейка","Волшебная палочка феи",1,5,4,4
1000,"деревянная линейка","Воткнуть в горшок, чтобы оценивать уровень влажности",1,4,4,5
1001,"деревянная линейка","Воткнуть в сердце против вампиров",1,5,2,5
1002,"деревянная линейка","Вскрывать дверь",1,3,2,4
1003,"деревянная линейка","Вспомогательный материал для рисования",1,3,2,2
1004,"деревянная линейка","Вставить в цветы (растения) для поддержки",1,2,2,2
1005,"деревянная линейка","Вставить вертикально в пасть нападающей собаки",1,5,5,5
1006,"деревянная линейка","Втыкать иголки в неё",1,3,3,2
1007,"деревянная линейка","Выбросить",1,2,1,1
1008,"деревянная линейка","Вывеска для кафе",1,4,2,3
1009,"деревянная линейка","Выгнуть и склеить несколько - пиала",1,2,4,4
1010,"деревянная линейка","Выжечь на ней узор",1,4,3,3
1011,"деревянная линейка","Выравнивание стола",1,2,2,1
1012,"деревянная линейка","Вырезать гребешок для волос",1,4,4,4
1013,"деревянная линейка","Вырезать любую фигурку (трафарет) - создать конструктор из таких фигурок",1,3,4,3
1014,"деревянная линейка","Вырезать различные фигурки",1,3,4,3
1015,"деревянная линейка","Выскоблить глаза",1,2,2,4
1016,"деревянная линейка","Вытаскивать ей цветы из горшков, как лопаткой",1,3,3,3
1017,"деревянная линейка","Выточить из неё бумеранг",1,4,3,3
1018,"деревянная линейка","Гарпун",1,4,3,4
1019,"деревянная линейка","Горизонтальные усы (у С. Дали завивающиеся)",1,4,4,5
1020,"деревянная линейка","Гриф гитары",1,4,4,4
1021,"деревянная линейка","Давать затрещины",1,3,2,2
1022,"деревянная линейка","Дать бывшей девушке и сказать, что это её сестра",1,5,1,4
1023,"деревянная линейка","Дать соседу по лбу",1,3,2,2
1024,"деревянная линейка","Двигать ей угли",1,2,2,3
1025,"деревянная линейка","Декор",1,3,2,2
1026,"деревянная линейка","Декор дома",1,3,2,2
1027,"деревянная линейка","Делать с её помощью рисунки на песке",1,3,3,3
1028,"деревянная линейка","Деревянный домик как искусство",1,3,3,3
1029,"деревянная линейка","Держа у края стола, можно использовать как музыкальный инструмент",1,3,3,2
1030,"деревянная линейка","Держатель",1,2,3,2
1031,"деревянная линейка","Деталь для пропеллера игрушечного вертолёта",1,5,4,3
1032,"деревянная линейка","Дирижёрская палочка",1,4,4,4
1033,"деревянная линейка","Дирижёрская палочка",1,4,4,4
1034,"деревянная линейка","Диэлектрик",1,2,5,4
1035,"деревянная линейка","Для декора дома",1,3,2,2
1036,"деревянная линейка","Для единоборства - тайчи - для стиля ян - изъявления намерения",1,3,4,3
1037,"деревянная линейка","Для закручивания и завязывания бантов из лент",1,3,4,4
1038,"деревянная линейка","Для зафиксирования сломанной конечности",1,3,3,2
1039,"деревянная линейка","Для костра (разжечь или мешать угли)",1,2,2,2
1040,"деревянная линейка","Для костра будет хорошим топливом",1,2,2,2
1041,"деревянная линейка","Для настройки телевизора (сзади, чтобы не отходили провода)",1,4,4,4
1042,"деревянная линейка","Для осанки - кладёшь на макушку и сидишь",1,3,4,4
1043,"деревянная линейка","Для поддержания огня",1,2,2,2
1044,"деревянная линейка","Для построения прямого угла",1,1,4,1
1045,"деревянная линейка","Для растений (подвязывать к линейке)",1,2,2,2
1046,"деревянная линейка","Для растений (поддержка)",1,2,2,2
1047,"деревянная линейка","Для рисования основа",1,2,2,3
1048,"деревянная линейка","Для розжига (расколоть на щепки)",1,2,2,2
1049,"деревянная линейка","Для розжига костра",1,2,2,2
1050,"деревянная линейка","Для рукоприкладства",1,3,2,2
1051,"деревянная линейка","Для строительства",1,2,3,2
